"","name","pvalue","estimate","expression","BH"
"32","GO_DNA_REPLICATION_CHECKPOINT",0.177667005637831,2.99058140632237,"Down",0.709756056463873
"33","GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",1,0.542681453483938,"UP",1
"34","GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.417551464495492,1.79447751053877,"Down",1
"35","GO_SULFUR_AMINO_ACID_METABOLIC_PROCESS",1,0.88480942256584,"UP",1
"36","GO_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.487412690849625,1.37970635302944,"Down",1
"37","GO_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",1,1.08623121758675,"UP",1
"38","GO_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",1,1.08623121758675,"Down",1
"39","GO_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.51501132166224,1.49392454884441,"UP",1
"40","GO_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.027105885007258,5.98692117344472,"Down",0.21007060880625
"41","GO_SULFUR_AMINO_ACID_TRANSPORT",1,0,"UP",1
"42","GO_SULFUR_AMINO_ACID_TRANSPORT",1,0,"Down",1
"43","GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.0224776966822519,1.4223039906876,"UP",0.190038708313584
"44","GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.206655534061225,0.784735302591828,"Down",0.761147115552235
"45","GO_RRNA_MODIFICATION",0.617115109293418,0,"UP",1
"46","GO_RRNA_MODIFICATION",1,0.995662653877729,"Down",1
"47","GO_RDNA_HETEROCHROMATIN_ASSEMBLY",1,0,"UP",1
"48","GO_RDNA_HETEROCHROMATIN_ASSEMBLY",0.430375462624135,1.99220462958946,"Down",1
"49","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0.0726223214912844,0,"UP",0.422117243668091
"50","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0.0726223214912844,0,"Down",0.422117243668091
"51","GO_ACTIVATION_OF_MAPKKK_ACTIVITY",0.430375462624135,1.99220462958946,"UP",1
"52","GO_ACTIVATION_OF_MAPKKK_ACTIVITY",1,0,"Down",1
"53","GO_ACTIVATION_OF_MAPKK_ACTIVITY",0.307559556540983,1.70960085588837,"UP",0.969594534180048
"54","GO_ACTIVATION_OF_MAPKK_ACTIVITY",1,0.796124844973814,"Down",1
"55","GO_ACTIVATION_OF_MAPK_ACTIVITY",0.0754579143513247,1.77932366701075,"UP",0.425308244525648
"56","GO_ACTIVATION_OF_MAPK_ACTIVITY",0.696002785397718,1.1255040024108,"Down",1
"57","GO_INACTIVATION_OF_MAPK_ACTIVITY",0.654545721730986,1.40640662901421,"UP",1
"58","GO_INACTIVATION_OF_MAPK_ACTIVITY",0.394217214823207,0,"Down",1
"59","GO_PROTEIN_POLYUBIQUITINATION",0.271082498403655,0.660424455051845,"UP",0.897285404192593
"60","GO_PROTEIN_POLYUBIQUITINATION",0.0384196998955575,0.453219768907728,"Down",0.269662799266932
"61","GO_MEIOTIC_SPINDLE_ORGANIZATION",1,0,"UP",1
"62","GO_MEIOTIC_SPINDLE_ORGANIZATION",1,0,"Down",1
"63","GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.475341206987163,1.13843904632063,"UP",1
"64","GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.682633552837763,0.887841412818848,"Down",1
"65","GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"UP",1
"66","GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"Down",1
"67","GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.165614896444478,0,"UP",0.705306640565593
"68","GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY",1,0.88480942256584,"Down",1
"69","GO_MITOCHONDRIAL_FISSION",0.501285303578161,1.32850695377847,"UP",1
"70","GO_MITOCHONDRIAL_FISSION",0.501285303578161,1.32850695377847,"Down",1
"71","GO_PEPTIDOGLYCAN_METABOLIC_PROCESS",1,0,"UP",1
"72","GO_PEPTIDOGLYCAN_METABOLIC_PROCESS",1,0,"Down",1
"73","GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.386438430476529,1.53439144905265,"UP",1
"74","GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.773625926104398,1.19556346133971,"Down",1
"75","GO_POLYSACCHARIDE_CATABOLIC_PROCESS",0.392916982807171,0,"UP",1
"76","GO_POLYSACCHARIDE_CATABOLIC_PROCESS",0.392916982807171,0,"Down",1
"77","GO_MITOTIC_CELL_CYCLE",0.652117681260494,0.923041242718644,"UP",1
"78","GO_MITOTIC_CELL_CYCLE",0.131944302928426,0.770485314698957,"Down",0.586879281646076
"79","GO_MITOTIC_CYTOKINESIS",0.408515014541258,1.42444703641786,"UP",1
"80","GO_MITOTIC_CYTOKINESIS",0.581664469084602,0.530128436608813,"Down",1
"81","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.255600996900034,0.283776591700213,"UP",0.897014819309553
"82","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.77139956643255,0.582041072188883,"Down",1
"83","GO_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",1,0.663433204899522,"UP",1
"84","GO_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",1,0.663433204899522,"Down",1
"85","GO_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",1,0,"UP",1
"86","GO_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",1,0,"Down",1
"87","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.394217214823207,0,"UP",1
"88","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0.663433204899522,"Down",1
"89","GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.0376952872997631,1.74774954421053,"UP",0.269662799266932
"90","GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.113569727646139,1.52554324437164,"Down",0.54867452836836
"91","GO_RESPONSE_TO_OXYGEN_RADICAL",0.58708252062601,1.19497616424295,"UP",1
"92","GO_RESPONSE_TO_OXYGEN_RADICAL",0.206609051609936,2.65810306604115,"Down",0.761147115552235
"93","GO_RE_ENTRY_INTO_MITOTIC_CELL_CYCLE",1,0,"UP",1
"94","GO_RE_ENTRY_INTO_MITOTIC_CELL_CYCLE",0.1485047318338,11.9536663357606,"Down",0.649926591084395
"95","GO_PROTEIN_DENEDDYLATION",1,0,"UP",1
"96","GO_PROTEIN_DENEDDYLATION",1,0,"Down",1
"97","GO_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",1,0,"UP",1
"98","GO_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",1,0,"Down",1
"99","GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",1.45691589371084e-05,0.0657990556001278,"UP",0.000301095951366907
"100","GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.204602462118368,0.625512092183355,"Down",0.761147115552235
"101","GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.179346960504312,0.253481773646449,"UP",0.709756056463873
"102","GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.179346960504312,0.253481773646449,"Down",0.709756056463873
"103","GO_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.394217214823207,0,"UP",1
"104","GO_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.654545721730986,1.40640662901421,"Down",1
"105","GO_MRNA_3_SPLICE_SITE_RECOGNITION",1,0,"UP",1
"106","GO_MRNA_3_SPLICE_SITE_RECOGNITION",1,0,"Down",1
"107","GO_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"UP",1
"108","GO_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"Down",1
"109","GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",1,0,"UP",1
"110","GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",1,0,"Down",1
"111","GO_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"UP",1
"112","GO_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"Down",1
"113","GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",1,0.519044670963331,"UP",1
"114","GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.254425446244287,0,"Down",0.897014819309553
"115","GO_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"UP",1
"116","GO_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"Down",1
"117","GO_AUTOPHAGY_OF_MITOCHONDRION",0.255600996900034,0.283776591700213,"UP",0.897014819309553
"118","GO_AUTOPHAGY_OF_MITOCHONDRION",1,0.895790194130465,"Down",1
"119","GO_MITOPHAGY",0.619508211015832,0,"UP",1
"120","GO_MITOPHAGY",0.619508211015832,0,"Down",1
"121","GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"122","GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"123","GO_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",1,0,"UP",1
"124","GO_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",1,0,"Down",1
"125","GO_MATURATION_OF_5_8S_RRNA",0.629734234998292,0,"UP",1
"126","GO_MATURATION_OF_5_8S_RRNA",1,0.796329326050299,"Down",1
"127","GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.616989274755516,0,"UP",1
"128","GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.616989274755516,0,"Down",1
"129","GO_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"130","GO_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"131","GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"132","GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.58708252062601,1.19497616424295,"Down",1
"133","GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",0.623817940959096,0,"UP",1
"134","GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0.853283969876635,"Down",1
"135","GO_MATURATION_OF_LSU_RRNA",1,0,"UP",1
"136","GO_MATURATION_OF_LSU_RRNA",1,0,"Down",1
"137","GO_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"UP",1
"138","GO_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"Down",1
"139","GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"140","GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"141","GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"UP",1
"142","GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"Down",1
"143","GO_BOX_C_D_SNORNP_ASSEMBLY",1,0,"UP",1
"144","GO_BOX_C_D_SNORNP_ASSEMBLY",1,0,"Down",1
"145","GO_EMBRYONIC_AXIS_SPECIFICATION",1,0.519044670963331,"UP",1
"146","GO_EMBRYONIC_AXIS_SPECIFICATION",0.109399813742301,2.39494822224242,"Down",0.541611292436061
"147","GO_MEIOTIC_MISMATCH_REPAIR",1,0,"UP",1
"148","GO_MEIOTIC_MISMATCH_REPAIR",1,0,"Down",1
"149","GO_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",1,0,"UP",1
"150","GO_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.430375462624135,1.99220462958946,"Down",1
"151","GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION",1,0,"UP",1
"152","GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION",1,0,"Down",1
"153","GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING",1,0,"UP",1
"154","GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING",1,0,"Down",1
"155","GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",1,0,"UP",1
"156","GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.55249402344273,1.32784926330267,"Down",1
"157","GO_RECOMBINATIONAL_REPAIR",0.0306899676323731,0.152342546136916,"UP",0.232993223658016
"158","GO_RECOMBINATIONAL_REPAIR",0.83257104858339,0.806327616747358,"Down",1
"159","GO_NON_RECOMBINATIONAL_REPAIR",0.0488187822629063,0,"UP",0.324296196460735
"160","GO_NON_RECOMBINATIONAL_REPAIR",0.581664469084602,0.530128436608813,"Down",1
"161","GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"UP",1
"162","GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"Down",1
"163","GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.629734234998292,0,"UP",1
"164","GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING",1,0.796329326050299,"Down",1
"165","GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.166846732176807,0,"UP",0.705306640565593
"166","GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.726415643141825,0.411430991335816,"Down",1
"167","GO_DNA_STRAND_RENATURATION",0.382676204763151,2.39075924182506,"UP",1
"168","GO_DNA_STRAND_RENATURATION",0.382676204763151,2.39075924182506,"Down",1
"169","GO_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.636983435692413,0,"UP",1
"170","GO_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.0374028036464791,3.68641245348483,"Down",0.269662799266932
"171","GO_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"UP",1
"172","GO_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.330987031587496,2.98858893901806,"Down",1
"173","GO_SISTER_CHROMATID_SEGREGATION",4.74919940991851e-05,0,"UP",0.000929843252889308
"174","GO_SISTER_CHROMATID_SEGREGATION",0.744454142787093,1.07816653279978,"Down",1
"175","GO_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.050924670396729,7.97654409945351,"UP",0.332350480483916
"176","GO_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.330987031587496,2.98858893901806,"Down",1
"177","GO_CELL_MORPHOGENESIS",4.05818849563414e-23,3.19040640915719,"UP",7.5482306018795e-21
"178","GO_CELL_MORPHOGENESIS",0.0118832935670522,0.640957982596811,"Down",0.119475275863336
"179","GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",4.44231647149485e-18,3.24052586784513,"UP",2.75423621232681e-16
"180","GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.011562311825701,0.577378151628169,"Down",0.119475275863336
"181","GO_CYTOKINESIS",1,0.950061945517843,"UP",1
"182","GO_CYTOKINESIS",0.559585563898401,0.662076107727163,"Down",1
"183","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.00658779863578946,0.124902428305084,"UP",0.0781449211942402
"184","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.0332279743211433,0.252733756252499,"Down",0.247216128949306
"185","GO_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"UP",1
"186","GO_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"Down",1
"187","GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.110651769422421,0,"UP",0.541611292436061
"188","GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.00531052244250286,3.43262851657689,"Down",0.0658504782870355
"189","GO_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"UP",1
"190","GO_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"Down",1
"191","GO_MITOCHONDRIAL_RNA_PROCESSING",1,0,"UP",1
"192","GO_MITOCHONDRIAL_RNA_PROCESSING",0.206609051609936,2.65810306604115,"Down",0.761147115552235
"193","GO_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"UP",1
"194","GO_MITOCHONDRIAL_RNA_3_END_PROCESSING",0.330987031587496,2.98858893901806,"Down",1
"195","GO_RNA_5_END_PROCESSING",0.617115109293418,0,"UP",1
"196","GO_RNA_5_END_PROCESSING",1,0.995662653877729,"Down",1
"197","GO_RRNA_5_END_PROCESSING",1,0,"UP",1
"198","GO_RRNA_5_END_PROCESSING",1,0,"Down",1
"199","GO_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"UP",1
"200","GO_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"Down",1
"201","GO_RESPONSE_TO_ACID_CHEMICAL",5.55918027496457e-07,4.24941329374659,"UP",1.59078081714371e-05
"202","GO_RESPONSE_TO_ACID_CHEMICAL",0.212365219723562,0.457932212141073,"Down",0.774508448403579
"203","GO_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"UP",1
"204","GO_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"Down",1
"205","GO_REPLICATIVE_CELL_AGING",1,0,"UP",1
"206","GO_REPLICATIVE_CELL_AGING",0.274974559349343,3.98538054739772,"Down",0.897285404192593
"207","GO_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",1,0,"UP",1
"208","GO_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",0.430375462624135,1.99220462958946,"Down",1
"209","GO_SKELETAL_SYSTEM_DEVELOPMENT",2.00407757278596e-24,4.55004483072292,"UP",7.45516857076377e-22
"210","GO_SKELETAL_SYSTEM_DEVELOPMENT",0.0706233434332026,0.622835642951552,"Down",0.422117243668091
"211","GO_OSSIFICATION",1.69687891718501e-21,4.60328482620134,"UP",2.10412985730941e-19
"212","GO_OSSIFICATION",0.300353052590961,0.748593910286946,"Down",0.954968680032799
"213","GO_NEUROTRANSMITTER_UPTAKE",0.177308291678505,2.24377370906912,"UP",0.709756056463873
"214","GO_NEUROTRANSMITTER_UPTAKE",0.654545721730986,1.40640662901421,"Down",1
"215","GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.196218779858348,1.53158204669677,"UP",0.760347771951099
"216","GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.0962066623845788,1.67888616411387,"Down",0.505504290509535
"217","GO_ACTION_POTENTIAL",0.10889376824665,1.79928790676172,"UP",0.541611292436061
"218","GO_ACTION_POTENTIAL",0.0099719487207668,2.53344416830839,"Down",0.105987569260721
"219","GO_RNA_METHYLATION",0.0741705305195514,0,"UP",0.424483651588817
"220","GO_RNA_METHYLATION",0.563297047754399,1.25869307935503,"Down",1
"221","GO_PSEUDOURIDINE_SYNTHESIS",1,0,"UP",1
"222","GO_PSEUDOURIDINE_SYNTHESIS",1,0,"Down",1
"223","GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",1,0.853136740291206,"UP",1
"224","GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.501285303578161,1.32850695377847,"Down",1
"225","GO_OVARIAN_FOLLICLE_DEVELOPMENT",0.0686662678837128,2.49621483180093,"UP",0.422117243668091
"226","GO_OVARIAN_FOLLICLE_DEVELOPMENT",0.723277642885045,0.426160171511694,"Down",1
"227","GO_OVULATION_FROM_OVARIAN_FOLLICLE",0.0964806575972499,4.78571036067212,"UP",0.505504290509535
"228","GO_OVULATION_FROM_OVARIAN_FOLLICLE",1,0,"Down",1
"229","GO_ANTRAL_OVARIAN_FOLLICLE_GROWTH",1,0,"UP",1
"230","GO_ANTRAL_OVARIAN_FOLLICLE_GROWTH",1,0,"Down",1
"231","GO_LUTEINIZATION",0.0725411657092204,5.9819376746713,"UP",0.422117243668091
"232","GO_LUTEINIZATION",1,0,"Down",1
"233","GO_LUTEOLYSIS",0.00407958059688367,17.9603497581683,"UP",0.0542001422157402
"234","GO_LUTEOLYSIS",1,0,"Down",1
"235","GO_OOCYTE_MATURATION",0.619508211015832,0,"UP",1
"236","GO_OOCYTE_MATURATION",1,0.918999042170047,"Down",1
"237","GO_FATTY_ACID_ALPHA_OXIDATION",1,0,"UP",1
"238","GO_FATTY_ACID_ALPHA_OXIDATION",0.0126924359891468,8.98174943419262,"Down",0.124252268104279
"239","GO_RESPONSE_TO_PROTOZOAN",1,1.08623121758675,"UP",1
"240","GO_RESPONSE_TO_PROTOZOAN",0.616989274755516,0,"Down",1
"241","GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.000711700264369669,6.00695210592073,"UP",0.0110313540977299
"242","GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",1,0.596985704499431,"Down",1
"243","GO_VASCULOGENESIS",1.73880976646381e-06,4.78696277902687,"UP",4.62026595088955e-05
"244","GO_VASCULOGENESIS",1,0.852841374765419,"Down",1
"245","GO_GANGLIOSIDE_METABOLIC_PROCESS",0.235989355818567,2.39215277022651,"UP",0.852311071500067
"246","GO_GANGLIOSIDE_METABOLIC_PROCESS",0.616989274755516,0,"Down",1
"247","GO_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.122256170325931,3.98836603551429,"UP",0.568491192015579
"248","GO_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",1,0,"Down",1
"249","GO_MICROTUBULE_BUNDLE_FORMATION",0.77139956643255,0.582041072188883,"UP",1
"250","GO_MICROTUBULE_BUNDLE_FORMATION",1,0.895790194130465,"Down",1
"251","GO_OSTEOBLAST_DIFFERENTIATION",6.63936712859446e-13,4.65389371761313,"UP",3.08730571479642e-11
"252","GO_OSTEOBLAST_DIFFERENTIATION",0.87563391400993,0.877303684686618,"Down",1
"253","GO_UROGENITAL_SYSTEM_DEVELOPMENT",5.70646943959538e-06,2.37477565004957,"UP",0.000141520442101965
"254","GO_UROGENITAL_SYSTEM_DEVELOPMENT",0.18316583654734,0.662274705282519,"Down",0.717238854690637
